id,tenantId,inventoryItemId,url,width,height,contentType,bytes,exifRemoved,capturedAt,createdAt,publicUrl,signedUrl,position,alt,caption,variant_id
pid-tid-042hi7ju-sid-5zcd5kqg-5au40i,tid-042hi7ju,sid-5zcd5kqg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-jsc25fau/original-1765116034671.jpg,,,,,f,,2026-03-26 01:33:08.253+00,,,0,,,
pid-tid-042hi7ju-sid-yaenzu16-h0tsge,tid-042hi7ju,sid-yaenzu16,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-nhnsbips/original-1765232708225.jpg,,,,,f,,2026-03-26 01:33:10.344+00,,,0,,,
pid-tid-042hi7ju-sid-stmqxqmm-bzv2xi,tid-042hi7ju,sid-stmqxqmm,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-w9145o12/original-1765232783760.jpg,,,,,f,,2026-03-26 01:33:12.503+00,,,0,,,
pid-tid-042hi7ju-sid-41pe79wf-0kpiha,tid-042hi7ju,sid-41pe79wf,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-q1emw6pv/original-1766112521799.jpg,,,,,f,,2026-03-26 01:33:14.25+00,,,0,,,
pid-tid-042hi7ju-sid-cwbeqg4y-s5xfrl,tid-042hi7ju,sid-cwbeqg4y,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5b9jyhj2/original-1766530780553.jpg,1024,1024,image/png,153362,f,,2026-03-26 01:33:16.358+00,,,0,Product image,AI-generated product image,
pid-tid-042hi7ju-sid-biepqvzr-devopi,tid-042hi7ju,sid-biepqvzr,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5s8vjvxl/original-1766436700970.jpg,1024,1024,image/png,66447,f,,2026-03-26 01:33:20.181+00,,,0,Product image,AI-generated product image,
pid-tid-042hi7ju-sid-j7o3jwsp-kmo3xe,tid-042hi7ju,sid-j7o3jwsp,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-0cuc4z27/original-1766112602043.jpg,,,,,f,,2026-03-26 01:33:21.922+00,,,0,,,
pid-tid-042hi7ju-sid-ipfb8kdt-u3hyc7,tid-042hi7ju,sid-ipfb8kdt,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-8m0wacgy/original-1766530814735.jpg,1024,1024,image/png,138116,f,,2026-03-26 01:33:24.015+00,,,0,Product image,AI-generated product image,
pid-tid-042hi7ju-sid-v59p6tj1-urm9y4,tid-042hi7ju,sid-v59p6tj1,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-8pw3ctc0/original-1766530759616.jpg,1024,1024,image/png,103454,f,,2026-03-26 01:33:26.109+00,,,0,Product image,AI-generated product image,
pid-tid-042hi7ju-sid-us09h8mx-v0hdlt,tid-042hi7ju,sid-us09h8mx,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-jj3l1lud/original-1765232560457.jpg,,,,,f,,2026-03-26 01:33:27.918+00,,,0,,,
pid-tid-042hi7ju-sid-4htb9p2k-uuad6x,tid-042hi7ju,sid-4htb9p2k,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-88vg2mmh/original-1765232803143.jpg,,,,,f,,2026-03-26 01:33:30.011+00,,,0,,,
pid-tid-042hi7ju-sid-7uaxcwgs-ezyxmp,tid-042hi7ju,sid-7uaxcwgs,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-bklucmod/original-1766436736926.jpg,1024,1024,image/png,169288,f,,2026-03-26 01:33:32.106+00,,,0,Product image,AI-generated product image,
pid-tid-042hi7ju-sid-2qr93n01-usnbs9,tid-042hi7ju,sid-2qr93n01,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-wip35pnr/original-1765116071527.jpg,,,,,f,,2026-03-26 01:33:36.988+00,,,0,,,
pid-tid-042hi7ju-sid-biy7k5bm-jx24zx,tid-042hi7ju,sid-biy7k5bm,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-6zmzga7v/original-1765232612974.jpg,,,,,f,,2026-03-26 01:33:39.082+00,,,0,,,
pid-tid-042hi7ju-sid-vq2vofd1-ozhcwo,tid-042hi7ju,sid-vq2vofd1,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-wuxyaovy/original-1766112580310.jpg,,,,,f,,2026-03-26 01:33:40.828+00,,,0,,,
pid-tid-042hi7ju-sid-bq3xo6iw-tz18g5,tid-042hi7ju,sid-bq3xo6iw,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-lug2msna/original-1766436716307.jpg,1024,1024,image/png,144492,f,,2026-03-26 01:33:42.645+00,,,0,Product image,AI-generated product image,
pid-tid-042hi7ju-sid-izrtgw3h-bkptu2,tid-042hi7ju,sid-izrtgw3h,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-m3yv1i2f/original-1766436679322.jpg,1024,1024,image/png,177201,f,,2026-03-26 01:33:44.391+00,,,0,Product image,AI-generated product image,
pid-tid-lt2t1wzu-sid-mfe4b47x-lrm0j9,tid-lt2t1wzu,sid-mfe4b47x,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-05kwmoez/original-1766436751061.jpg,1024,1024,image/png,106133,f,,2026-03-26 01:15:34.296+00,,,0,Product image,AI-generated product image,
pid-tid-lt2t1wzu-sid-57hwrn1o-60lvjl,tid-lt2t1wzu,sid-57hwrn1o,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-jsc25fau/original-1765116034671.jpg,,,,,f,,2026-03-26 01:15:36.29+00,,,0,,,
pid-tid-lt2t1wzu-sid-30j1w080-ypqvfv,tid-lt2t1wzu,sid-30j1w080,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-nhnsbips/original-1765232708225.jpg,,,,,f,,2026-03-26 01:15:37.88+00,,,0,,,
pid-tid-lt2t1wzu-sid-wxanh5cu-n66d6z,tid-lt2t1wzu,sid-wxanh5cu,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-w9145o12/original-1765232783760.jpg,,,,,f,,2026-03-26 01:15:39.473+00,,,0,,,
pid-tid-lt2t1wzu-sid-m8bjmwsg-n2ubnu,tid-lt2t1wzu,sid-m8bjmwsg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-q1emw6pv/original-1766112521799.jpg,,,,,f,,2026-03-26 01:15:41.061+00,,,0,,,
pid-tid-lt2t1wzu-sid-x2kvnlec-vz3rzd,tid-lt2t1wzu,sid-x2kvnlec,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5b9jyhj2/original-1766530780553.jpg,1024,1024,image/png,153362,f,,2026-03-26 01:15:42.97+00,,,0,Product image,AI-generated product image,
pid-tid-lt2t1wzu-sid-ktwumkdk-6xj0wn,tid-lt2t1wzu,sid-ktwumkdk,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5s8vjvxl/original-1766436700970.jpg,1024,1024,image/png,66447,f,,2026-03-26 01:15:46.229+00,,,0,Product image,AI-generated product image,
pid-tid-lt2t1wzu-sid-39fntqh8-4ck296,tid-lt2t1wzu,sid-39fntqh8,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-0cuc4z27/original-1766112602043.jpg,,,,,f,,2026-03-26 01:15:47.829+00,,,0,,,
pid-tid-lt2t1wzu-sid-cd1o6bu7-vs7veq,tid-lt2t1wzu,sid-cd1o6bu7,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-8m0wacgy/original-1766530814735.jpg,1024,1024,image/png,138116,f,,2026-03-26 01:15:49.746+00,,,0,Product image,AI-generated product image,
pid-tid-veid875z-sid-71y7nz8e-gh15gh,tid-veid875z,sid-71y7nz8e,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-w9145o12/original-1765232783760.jpg,,,,,f,,2026-03-26 01:21:39.766+00,,,0,,,
pid-tid-lt2t1wzu-sid-pdi3151k-5uu0v9,tid-lt2t1wzu,sid-pdi3151k,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-8pw3ctc0/original-1766530759616.jpg,1024,1024,image/png,103454,f,,2026-03-26 01:15:51.675+00,,,0,Product image,AI-generated product image,
pid-tid-lt2t1wzu-sid-bjnswg2p-2obm06,tid-lt2t1wzu,sid-bjnswg2p,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-jj3l1lud/original-1765232560457.jpg,,,,,f,,2026-03-26 01:15:53.272+00,,,0,,,
pid-tid-lt2t1wzu-sid-t41u64tt-4gjgg3,tid-lt2t1wzu,sid-t41u64tt,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-88vg2mmh/original-1765232803143.jpg,,,,,f,,2026-03-26 01:15:54.865+00,,,0,,,
pid-tid-lt2t1wzu-sid-6guq22v5-la2so4,tid-lt2t1wzu,sid-6guq22v5,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-bklucmod/original-1766436736926.jpg,1024,1024,image/png,169288,f,,2026-03-26 01:15:56.767+00,,,0,Product image,AI-generated product image,
pid-tid-lt2t1wzu-sid-mylka733-6dq40w,tid-lt2t1wzu,sid-mylka733,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-wip35pnr/original-1765116071527.jpg,,,,,f,,2026-03-26 01:16:01.353+00,,,0,,,
pid-tid-lt2t1wzu-sid-u41zf1s1-lxlav7,tid-lt2t1wzu,sid-u41zf1s1,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-6zmzga7v/original-1765232612974.jpg,,,,,f,,2026-03-26 01:16:02.968+00,,,0,,,
pid-tid-lt2t1wzu-sid-4q066x65-a04wxy,tid-lt2t1wzu,sid-4q066x65,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-wuxyaovy/original-1766112580310.jpg,,,,,f,,2026-03-26 01:16:04.554+00,,,0,,,
pid-tid-lt2t1wzu-sid-3x8n1r32-z74s07,tid-lt2t1wzu,sid-3x8n1r32,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-lug2msna/original-1766436716307.jpg,1024,1024,image/png,144492,f,,2026-03-26 01:16:06.15+00,,,0,Product image,AI-generated product image,
pid-tid-lt2t1wzu-sid-tjyxzm9r-wk7e98,tid-lt2t1wzu,sid-tjyxzm9r,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-m3yv1i2f/original-1766436679322.jpg,1024,1024,image/png,177201,f,,2026-03-26 01:16:07.753+00,,,0,Product image,AI-generated product image,
pid-tid-lt2t1wzu-sid-wpei25q7-qa0shd,tid-lt2t1wzu,sid-wpei25q7,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-4i3xryel/original-1766112556911.jpg,,,,,f,,2026-03-26 01:16:09.344+00,,,0,,,
pid-tid-lt2t1wzu-sid-i4ia6557-h7d16f,tid-lt2t1wzu,sid-i4ia6557,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-pcjwag8v/original-1766530741713.jpg,1024,1024,image/png,111993,f,,2026-03-26 01:16:11.237+00,,,0,Product image,AI-generated product image,
pid-tid-lt2t1wzu-sid-1k5c38c5-t0iy6g,tid-lt2t1wzu,sid-1k5c38c5,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-dskuajco/original-1765116053899.jpg,,,,,f,,2026-03-26 01:16:14.116+00,,,0,,,
pid-tid-lt2t1wzu-sid-wrhmn8yi-bgkvf8,tid-lt2t1wzu,sid-wrhmn8yi,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-oa5elf7k/original-1765116104166.jpg,,,,,f,,2026-03-26 01:16:15.782+00,,,0,,,
pid-tid-lt2t1wzu-sid-ftcyvtr8-gqlpz2,tid-lt2t1wzu,sid-ftcyvtr8,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-mxfzzffk/original-1766112543180.jpg,,,,,f,,2026-03-26 01:16:19.07+00,,,0,,,
pid-tid-lt2t1wzu-sid-dt9wkoe3-ln9yyr,tid-lt2t1wzu,sid-dt9wkoe3,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-4thay43d/original-1765232859130.jpg,,,,,f,,2026-03-26 01:16:20.657+00,,,0,,,
pid-tid-lt2t1wzu-sid-wcrrwra1-olbd22,tid-lt2t1wzu,sid-wcrrwra1,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-6la5jgvm/original-1765116087133.jpg,,,,,f,,2026-03-26 01:16:22.251+00,,,0,,,
pid-tid-mrsyk3w6-sid-maaduntf-3a68io,tid-mrsyk3w6,sid-maaduntf,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-05kwmoez/original-1766436751061.jpg,1024,1024,image/png,106133,f,,2026-03-26 01:21:11.598+00,,,0,Product image,AI-generated product image,
pid-tid-veid875z-sid-woi7ug79-f8o4ur,tid-veid875z,sid-woi7ug79,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-05kwmoez/original-1766436751061.jpg,1024,1024,image/png,106133,f,,2026-03-26 01:21:13.699+00,,,0,Product image,AI-generated product image,
pid-tid-a3813d7i-sid-6kouvqsc-phe8x2,tid-a3813d7i,sid-6kouvqsc,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-05kwmoez/original-1766436751061.jpg,1024,1024,image/png,106133,f,,2026-03-26 01:21:16.425+00,,,0,Product image,AI-generated product image,
pid-tid-8622qs2t-sid-9vpjxr7g-xe0cr7,tid-8622qs2t,sid-9vpjxr7g,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-05kwmoez/original-1766436751061.jpg,1024,1024,image/png,106133,f,,2026-03-26 01:21:18.514+00,,,0,Product image,AI-generated product image,
pid-tid-mrsyk3w6-sid-1tl55kry-xuofmb,tid-mrsyk3w6,sid-1tl55kry,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-jsc25fau/original-1765116034671.jpg,,,,,f,,2026-03-26 01:21:20.605+00,,,0,,,
pid-tid-veid875z-sid-v35tvv54-6i7xgo,tid-veid875z,sid-v35tvv54,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-jsc25fau/original-1765116034671.jpg,,,,,f,,2026-03-26 01:21:22.772+00,,,0,,,
pid-tid-a3813d7i-sid-1mbz3u2r-2d7g9c,tid-a3813d7i,sid-1mbz3u2r,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-jsc25fau/original-1765116034671.jpg,,,,,f,,2026-03-26 01:21:25.491+00,,,0,,,
pid-tid-8622qs2t-sid-z65fmok4-jrzszp,tid-8622qs2t,sid-z65fmok4,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-jsc25fau/original-1765116034671.jpg,,,,,f,,2026-03-26 01:21:27.581+00,,,0,,,
pid-tid-mrsyk3w6-sid-3lf36z9f-15wm1k,tid-mrsyk3w6,sid-3lf36z9f,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-nhnsbips/original-1765232708225.jpg,,,,,f,,2026-03-26 01:21:29.33+00,,,0,,,
pid-tid-veid875z-sid-vqz9rzzk-well0x,tid-veid875z,sid-vqz9rzzk,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-nhnsbips/original-1765232708225.jpg,,,,,f,,2026-03-26 01:21:31.423+00,,,0,,,
pid-tid-a3813d7i-sid-z0xiy4i5-8qebhv,tid-a3813d7i,sid-z0xiy4i5,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-nhnsbips/original-1765232708225.jpg,,,,,f,,2026-03-26 01:21:33.788+00,,,0,,,
pid-tid-8622qs2t-sid-thvel0zh-iq6uk8,tid-8622qs2t,sid-thvel0zh,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-nhnsbips/original-1765232708225.jpg,,,,,f,,2026-03-26 01:21:35.87+00,,,0,,,
pid-tid-mrsyk3w6-sid-3l5c4efa-ysdx5e,tid-mrsyk3w6,sid-3l5c4efa,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-w9145o12/original-1765232783760.jpg,,,,,f,,2026-03-26 01:21:37.61+00,,,0,,,
pid-tid-a3813d7i-sid-9cj6hmwb-ra0d9o,tid-a3813d7i,sid-9cj6hmwb,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-w9145o12/original-1765232783760.jpg,,,,,f,,2026-03-26 01:21:42.214+00,,,0,,,
pid-tid-8622qs2t-sid-e3n20sbw-xoz44u,tid-8622qs2t,sid-e3n20sbw,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-w9145o12/original-1765232783760.jpg,,,,,f,,2026-03-26 01:21:44.303+00,,,0,,,
pid-tid-mrsyk3w6-sid-ur6rqcfc-5m4zoa,tid-mrsyk3w6,sid-ur6rqcfc,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-q1emw6pv/original-1766112521799.jpg,,,,,f,,2026-03-26 01:21:46.043+00,,,0,,,
pid-tid-veid875z-sid-kixlqiy6-4xf772,tid-veid875z,sid-kixlqiy6,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-q1emw6pv/original-1766112521799.jpg,,,,,f,,2026-03-26 01:21:48.135+00,,,0,,,
pid-tid-a3813d7i-sid-z4xjtcqi-s1v73y,tid-a3813d7i,sid-z4xjtcqi,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-q1emw6pv/original-1766112521799.jpg,,,,,f,,2026-03-26 01:21:50.863+00,,,0,,,
pid-tid-8622qs2t-sid-z44sj1zq-0kd8x0,tid-8622qs2t,sid-z44sj1zq,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-q1emw6pv/original-1766112521799.jpg,,,,,f,,2026-03-26 01:21:52.959+00,,,0,,,
pid-tid-mrsyk3w6-sid-l3eddtmj-5qu9nf,tid-mrsyk3w6,sid-l3eddtmj,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5b9jyhj2/original-1766530780553.jpg,1024,1024,image/png,153362,f,,2026-03-26 01:21:55.122+00,,,0,Product image,AI-generated product image,
pid-tid-veid875z-sid-ik3u0b1k-j98qef,tid-veid875z,sid-ik3u0b1k,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5b9jyhj2/original-1766530780553.jpg,1024,1024,image/png,153362,f,,2026-03-26 01:21:57.211+00,,,0,Product image,AI-generated product image,
pid-tid-a3813d7i-sid-t105xknm-gyl12j,tid-a3813d7i,sid-t105xknm,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5b9jyhj2/original-1766530780553.jpg,1024,1024,image/png,153362,f,,2026-03-26 01:21:59.933+00,,,0,Product image,AI-generated product image,
pid-tid-8622qs2t-sid-58cx27ed-7swjix,tid-8622qs2t,sid-58cx27ed,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5b9jyhj2/original-1766530780553.jpg,1024,1024,image/png,153362,f,,2026-03-26 01:22:02.034+00,,,0,Product image,AI-generated product image,
pid-tid-mrsyk3w6-sid-i81lbp5i-gz3swb,tid-mrsyk3w6,sid-i81lbp5i,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5s8vjvxl/original-1766436700970.jpg,1024,1024,image/png,66447,f,,2026-03-26 01:22:11.177+00,,,0,Product image,AI-generated product image,
pid-tid-042hi7ju-sid-vpkzpk6u-uhpp7h,tid-042hi7ju,sid-vpkzpk6u,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-4i3xryel/original-1766112556911.jpg,,,,,f,,2026-03-26 01:33:46.147+00,,,0,,,
pid-tid-042hi7ju-sid-o17iw1st-5o10ib,tid-042hi7ju,sid-o17iw1st,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-pcjwag8v/original-1766530741713.jpg,1024,1024,image/png,111993,f,,2026-03-26 01:33:48.253+00,,,0,Product image,AI-generated product image,
pid-tid-042hi7ju-sid-24bircfo-wgrt0k,tid-042hi7ju,sid-24bircfo,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-dskuajco/original-1765116053899.jpg,,,,,f,,2026-03-26 01:33:51.396+00,,,0,,,
pid-tid-042hi7ju-sid-udea26my-burkmk,tid-042hi7ju,sid-udea26my,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-oa5elf7k/original-1765116104166.jpg,,,,,f,,2026-03-26 01:33:53.139+00,,,0,,,
pid-tid-042hi7ju-sid-4sdzat61-175882,tid-042hi7ju,sid-4sdzat61,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-mxfzzffk/original-1766112543180.jpg,,,,,f,,2026-03-26 01:33:56.619+00,,,0,,,
pid-tid-fjwr30ib-sid-a0otd2zx-nte3rg,tid-fjwr30ib,sid-a0otd2zx,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-w9145o12/original-1765232783760.jpg,,,,,f,,2026-03-28 05:49:47.366+00,,,0,,,
pid-tid-fjwr30ib-sid-d3m2rbys-8g6mfu,tid-fjwr30ib,sid-d3m2rbys,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-q1emw6pv/original-1766112521799.jpg,,,,,f,,2026-03-28 05:49:50.106+00,,,0,,,
pid-tid-fjwr30ib-sid-db5r3mby-5v1ufm,tid-fjwr30ib,sid-db5r3mby,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5b9jyhj2/original-1766530780553.jpg,1024,1024,image/png,153362,f,,2026-03-28 05:49:52.777+00,,,0,Product image,AI-generated product image,
pid-tid-fjwr30ib-sid-62nx4w07-5v01zs,tid-fjwr30ib,sid-62nx4w07,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5s8vjvxl/original-1766436700970.jpg,1024,1024,image/png,66447,f,,2026-03-28 05:49:57.8+00,,,0,Product image,AI-generated product image,
pid-tid-fjwr30ib-sid-0y03jft3-5x05rc,tid-fjwr30ib,sid-0y03jft3,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-0cuc4z27/original-1766112602043.jpg,,,,,f,,2026-03-28 05:50:00.492+00,,,0,,,
pid-tid-fjwr30ib-sid-q4un3tht-fnqr8n,tid-fjwr30ib,sid-q4un3tht,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-8m0wacgy/original-1766530814735.jpg,1024,1024,image/png,138116,f,,2026-03-28 05:50:07.517+00,,,0,Product image,AI-generated product image,
pid-tid-fjwr30ib-sid-k3ta467y-mo3aal,tid-fjwr30ib,sid-k3ta467y,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-8pw3ctc0/original-1766530759616.jpg,1024,1024,image/png,103454,f,,2026-03-28 05:50:10.212+00,,,0,Product image,AI-generated product image,
pid-tid-fjwr30ib-sid-bfjxm60v-t4elql,tid-fjwr30ib,sid-bfjxm60v,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-jj3l1lud/original-1765232560457.jpg,,,,,f,,2026-03-28 05:50:12.551+00,,,0,,,
pid-tid-jcvzufq2-sid-79ylga68-hpksdt,tid-jcvzufq2,sid-79ylga68,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-4thay43d/original-1765232859130.jpg,,,,,f,,2026-04-03 15:34:58.072+00,,,0,,,
pid-tid-jcvzufq2-sid-ui66u9cl-90t9h4,tid-jcvzufq2,sid-ui66u9cl,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-6zmzga7v/original-1765232612974.jpg,,,,,f,,2026-04-03 15:34:59.467+00,,,0,,,
pid-tid-jcvzufq2-sid-a3sarafq-ky5de4,tid-jcvzufq2,sid-a3sarafq,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-jj3l1lud/original-1765232560457.jpg,,,,,f,,2026-04-03 15:35:01.232+00,,,0,,,
pid-tid-jcvzufq2-sid-khln97kb-x6ye81,tid-jcvzufq2,sid-khln97kb,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-nhnsbips/original-1765232708225.jpg,,,,,f,,2026-04-03 15:35:02.584+00,,,0,,,
pid-tid-jcvzufq2-sid-gzu6rsxs-nrl1pf,tid-jcvzufq2,sid-gzu6rsxs,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-4i3xryel/original-1766112556911.jpg,,,,,f,,2026-04-03 15:35:03.967+00,,,0,,,
pid-tid-jcvzufq2-sid-st9ud49o-8834jw,tid-jcvzufq2,sid-st9ud49o,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-pcjwag8v/original-1766530741713.jpg,1024,1024,image/png,111993,f,,2026-04-03 15:35:05.373+00,,,0,Product image,AI-generated product image,
