id,label,href,icon,badge,badge_variant,targets,sort_order,is_enabled,is_divider_before,required_permission,required_group,required_role,created_at,updated_at,created_by,metadata
custom-1776281861024,Onboarding,/onboarding,user,"",default,"{all,tenant}",78,t,t,CAN_MANAGE_TENANT_SETTINGS,IS_TENANT_USER,"",2026-04-15 19:37:55.813+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776277320507"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776297048858,Limits Configuration,/settings/admin/limits,"","",default,{admin},69,t,t,"",IS_PLATFORM_ADMIN,"",2026-04-15 23:51:03.367+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776195589149"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776284172107,Store Onboarding,/t/${tenantId}/settings/onboarding,chat,"",default,{tenant},71,t,t,CAN_MANAGE_TENANT_SETTINGS,"","",2026-04-15 20:18:03.672+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776274025839"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776277695868,Shops,/shops,globe,"",default,"{all,tenant,admin}",77,t,f,"","","",2026-04-15 18:48:34.768+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776277320507"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776282388269,All Settings,/settings,palette,"",default,"{admin,tenant,all}",79,t,t,"",IS_TENANT_USER,"",2026-04-15 19:46:41.143+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776277320507"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776296949090,Featured Products,/settings/admin/featured-products,"","",default,{admin},84,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-15 23:49:23.613+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776334713623"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776297556042,Product Intelligence,/settings/admin/enrichment,"","",default,{admin},86,t,t,CAN_SUPPORT_PLATFORM,"","",2026-04-15 23:59:31.503+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776336009181"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776298009612,Scan Metrics,/settings/admin/scan-metrics,"","",default,{admin},91,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 00:07:07.588+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776336009181"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776749932835,Notification Emails,/settings/admin/notification-logs,"","",default,{admin},112,t,t,CAN_ADMIN_PLATFORM,"","",2026-04-21 05:39:04.997+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776198129531"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777134991750,My Subscription,"",credit-card,"",default,{tenant},113,t,f,CAN_MANAGE_TENANT_BILLING,IS_TENANT_ADMIN,"",2026-04-25 16:39:36.531+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777135154227,Billing Dashboard,/t/${tenantId}/settings/billing,"","",new,{tenant},114,t,f,CAN_MANAGE_TENANT_BILLING,IS_TENANT_ADMIN,"",2026-04-25 16:39:36.599+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1777134991750"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777368780403,My Directory,"",globe,"",default,{tenant},114,t,f,CAN_MANAGE_TENANT_SETTINGS,IS_TENANT_ADMIN,"",2026-04-28 09:38:14.768+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776274025839"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776277320507,Platform,"",building,"",default,"{all,tenant,admin}",56,t,f,"","","",2026-04-15 18:48:34.399+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776277405768,Dashboard,/dashboard,home,"",default,"{all,tenant,admin}",72,t,f,"","","",2026-04-15 18:48:34.552+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776277320507"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776277535097,My Locations,/tenants,building,"",success,"{all,tenant,admin}",74,t,f,"",IS_TENANT_USER,"",2026-04-15 18:48:34.479+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776277320507"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776277468919,Support,/settings/contact,chat,"",warning,"{all,tenant,admin}",75,t,t,"","","",2026-04-15 18:48:34.623+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776277320507"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776277662802,Directory,/directory,globe,"",default,"{all,tenant,admin}",76,t,f,"","","",2026-04-15 18:48:34.695+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776277320507"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776295568715,Custom Subdomain,/t/${tenantId}/settings/subdomain,admin,"",default,{tenant},80,t,t,CAN_MANAGE_TENANT_SETTINGS,IS_TENANT_MANAGER,"",2026-04-15 23:27:23.684+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776274655551"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776296199759,Branding,/settings/admin/branding,palette,"",default,{admin},82,t,t,"",IS_PLATFORM_ADMIN,"",2026-04-15 23:44:44.584+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776277320507"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776296789069,Platform Settings,/settings/admin/platform,"","",default,{admin},83,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-15 23:46:43.957+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776335347363"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776297393936,Store Categories,/settings/admin/platform-categories,"","",default,{admin},85,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-15 23:56:56.33+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776334713623"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776297936322,Reviews,/settings/admin/reviews,chat,"",default,{admin},90,t,t,CAN_SUPPORT_PLATFORM,"","",2026-04-16 00:05:54.016+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776335203414"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776298280389,Tenants Center,/settings/admin/tenants,"","",default,{admin},94,t,t,CAN_SUPPORT_PLATFORM,"","",2026-04-16 00:11:36.302+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""built-in-admin"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777854451499,Quick Inventory,"",bell,"",default,"{all,tenant}",118,t,t,"",IS_TENANT_USER,"",2026-05-04 00:30:12.101+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776298187183,Sentry Monitoring,/settings/admin/sentry,"","",default,{admin},93,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 00:10:22.726+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776335347363"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776298344281,Alert Ticker,/settings/admin/ticker,"","",default,{admin},95,t,t,CAN_SUPPORT_PLATFORM,"","",2026-04-16 00:12:41.395+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776236817068"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776298840870,Category Discovery,/category-discovery,"","",default,"{admin,tenant,all}",97,t,f,"",IS_TENANT_USER,"",2026-04-16 00:20:58.892+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776277320507"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776334713623,Catalog,"",admin,"",default,{admin},97,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 10:22:05.812+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776299086423,Orders,/my-orders,"","",default,"{all,tenant,admin}",98,t,t,"","","",2026-04-16 00:25:04.365+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776277320507"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776334770670,Categories Quick Start,/settings/admin/quick-start/categories,"","",default,{admin},98,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 10:22:05.892+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776196158480"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776334813911,Product Categories,/settings/admin/categories,"","",default,{admin},99,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 10:22:05.962+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776334713623"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776334272647,Contact & Support,/settings/contact,chat,"",default,{all},100,t,t,"","","",2026-04-16 10:11:27.444+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776334967107,Directory,"",globe,"",default,{admin},100,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 10:25:31.92+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776334861223,Platform Categories,/settings/admin/platform-categories,"","",default,{admin},101,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 10:22:06.032+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776334713623"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776334904206,Enrichment,/settings/admin/enrichment,"","",default,{admin},102,t,t,"","","",2026-04-16 10:22:06.103+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776334713623"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776335017630,Listings,/settings/admin/directory/listings,"","",default,{admin},103,t,f,"","","",2026-04-16 10:25:31.996+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776334967107"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776335067782,Featured,/settings/admin/directory/featured,"","",default,{admin},104,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 10:25:32.067+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776334967107"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776335113409,Featured Products,/settings/admin/featured-products,"","",default,{admin},105,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 10:25:32.14+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776334967107"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776335203414,Content,"",chat,"",default,{admin},106,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 10:28:24.275+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776335287875,Analytics,/settings/admin/analytics,palette,"",default,{admin},108,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 10:28:24.423+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776335203414"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776335347363,Security & Platform,"",shield,"",default,{admin},109,t,f,CAN_ADMIN_PLATFORM,"","",2026-04-16 10:35:17.529+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776335396360,Security,/settings/admin/security,"","",default,{admin},110,t,f,CAN_ADMIN_PLATFORM,"","",2026-04-16 10:35:17.601+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776335347363"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776335667603,Subdomain Mgmt,/settings/admin/subdomain,"","",default,{admin},110,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 10:35:17.743+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776335347363"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776335577818,Feature Overrides,/settings/admin/feature-overrides,"","",default,{admin},111,t,f,CAN_ADMIN_PLATFORM,"","",2026-04-16 10:35:17.673+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776236817068"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776336009181,Analytics,"",bell,"",default,{admin},111,t,f,CAN_SUPPORT_PLATFORM,"","",2026-04-16 10:41:42.172+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1776416917164,My Catalog,"",bell,"",default,{tenant},111,t,f,CAN_MANAGE_TENANT_SETTINGS,IS_TENANT_USER,"",2026-04-17 09:15:04.782+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776274025839"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777432929125,Admin Settings,/settings/admin,"","",new,{admin},115,t,t,"",IS_PLATFORM_ADMIN,"",2026-04-29 03:22:29.559+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776236817068"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777434333697,Store Setup,"","","",default,{tenant},116,t,t,"",IS_TENANT_ADMIN,"",2026-04-29 03:51:42.11+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776276917946"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777729297512,Inventory Transfers,/t/${tenantId}/inventory-transfers,"","",default,{tenant},117,t,f,CAN_MANAGE_TENANT_INVENTORY,IS_TENANT_ADMIN,"",2026-05-02 13:41:51.482+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776272500698"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777854576527,Barcode Scanner,/settings/scan,inventory,"",default,"{all,admin}",119,t,t,"",IS_TENANT_USER,"",2026-05-04 00:30:12.19+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1777854451499"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777951998195,Platform Inventory,"",products,"",default,"{admin,all}",120,t,f,"",IS_PLATFORM_SUPPORT,"",2026-05-05 03:39:53.576+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777952125786,Inventory Dashboard,/settings/admin/inventory-dashboard,"","",default,{admin},121,t,f,"",IS_PLATFORM_SUPPORT,"",2026-05-05 03:39:53.667+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1777951998195"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777952195197,Inventory Transfers,/settings/admin/inventory,"","",default,{admin},122,t,f,"",IS_PLATFORM_SUPPORT,"",2026-05-05 03:39:53.734+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1777951998195"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777952253795,Universal Product Catalog,/settings/admin/catalog,"","",default,{admin},123,t,f,"",IS_PLATFORM_SUPPORT,"",2026-05-05 03:39:53.801+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1777951998195"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777952319975,Slug Registry,/settings/admin/slug-registry,"","",default,{admin},124,t,f,"",IS_PLATFORM_SUPPORT,"",2026-05-05 03:39:53.868+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1777951998195"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
custom-1777953239409,Payment Settings,/settings/admin/payment,"","",default,{admin},125,t,f,"",IS_PLATFORM_ADMIN,"",2026-05-05 03:55:02.594+00,2026-05-05 04:37:15.50411+00,uid-li9gr,"{""parentKey"": ""custom-1776335347363"", ""hasChildren"": false, ""childrenKeys"": [], ""nestingLevel"": 0, ""dynamicTemplate"": ""none""}"
